,Apartment,Rent,Url
6138,319 West 101 #2,"$6,300",http://streeteasy.com/rental/1726242
6139,35 West 69 #1F,"$2,590",http://streeteasy.com/rental/1726241
6140,39 West 68 #2,"$9,500",http://streeteasy.com/rental/1726240
6141,706 Hancock Street #1,"$1,900",http://streeteasy.com/building/706-hancock-street-brooklyn/1
6142,520 East 9th Street #3,"$2,300",http://streeteasy.com/building/520-east-9-street-brooklyn/3
6143,34-1 82nd Street #6,"$1,900",http://streeteasy.com/building/82_06-34-avenue-queens/6
6144,34-03 42nd Street #3,"$2,150",http://streeteasy.com/building/34_03-42-street-queens/3
6145,500 West 143rd Street #73,"$3,100",http://streeteasy.com/building/122-hamilton-place-manhattan/73
6146,123 Parkside Avenue #5S,"$4,431",http://streeteasy.com/building/123-on-the-park/5s?featured=1
6147,693 Union Street #2R,"$2,850",http://streeteasy.com/building/693-union-street-brooklyn/2r?featured=1
6148,590 Monroe Street #1,"$2,000",http://streeteasy.com/rental/1726227
6149,171 Prospect Avenue #2,"$2,595",http://streeteasy.com/building/171-prospect-avenue-brooklyn/2
6150,15 William Street #33C,"$3,999",http://streeteasy.com/building/15-william-street-new_york/33c
6151,30 Starr Street #2F,"$2,587",http://streeteasy.com/building/30-starr-street-brooklyn/2f
6152,30 Starr Street #4F,"$2,830",http://streeteasy.com/building/30-starr-street-brooklyn/4f
6153,30 Starr Street #3B,"$2,830",http://streeteasy.com/building/30-starr-street-brooklyn/3b
6154,716 Washington Street #6A,"$4,000",http://streeteasy.com/building/716-washington-street-new_york/6a
6155,244 East 117th Street #5C,"$1,700",http://streeteasy.com/building/244-east-117-street-manhattan/5c
6156,186 Carlton Avenue #2,"$1,850",http://streeteasy.com/building/186-carlton-avenue-brooklyn/2
6157,865 Grand Street #3A,"$2,600",http://streeteasy.com/building/865-grand-street-brooklyn/3a
6158,170 East 112nd Street #5C,"$2,250",http://streeteasy.com/building/168-east-112-street-new_york/5c
6159,28 West 69th Street #PHA,"$5,750",http://streeteasy.com/building/28-west-69-street-new_york/pha
6160,90 West Street #22A,"$5,295",http://streeteasy.com/building/90-west-street-new_york/22a?featured=1
6161,70 Pine Street 1219-+-TERRA,"$9,857",http://streeteasy.com/building/70-pine-street-new_york/1219-terrace?featured=1
6162,101 W 24th Street #31D,"$11,500",http://streeteasy.com/building/chelsea-stratus/31d
6163,227 Degraw #2ND,"$2,400",http://streeteasy.com/building/227-de-graw-street-brooklyn/2nd
6164,144 Waverly Place #3,"$7,200",http://streeteasy.com/building/144-waverly-place-manhattan/3
6165,408 West 48th Street #1RE,"$2,350",http://streeteasy.com/building/408-west-48-street-manhattan/1re
6166,1220 Saint Marks Avenue ,"$1,850",http://streeteasy.com/rental/1726202
6167,356 East 112nd Street #3R,"$1,699",http://streeteasy.com/building/356-east-112-street-new_york/3r
6168,4340 40th Street #3D,"$1,799",http://streeteasy.com/building/43_40-40-street-queens/3d
6169,1869 Madison Street #2R,"$3,750",http://streeteasy.com/building/1869-madison-street-queens/2r
6170,4340 40th Street #2B,"$1,599",http://streeteasy.com/building/43_40-40-street-queens/2b
6171,1869 Madison Street #1R,"$4,500",http://streeteasy.com/building/1869-madison-street-queens/1r
6172,565 Evergreen Avenue #1B,"$3,200",http://streeteasy.com/rental/1726194
6173,1869 Madison Street #3R,"$3,850",http://streeteasy.com/building/1869-madison-street-queens/3r
6174,5823 Myrtle Avenue #3,"$3,400",http://streeteasy.com/rental/1703141?featured=1
6175,133 W 71st Street #2C2D,"$6,125",http://streeteasy.com/building/133-west-71-street-manhattan/2c2d?featured=1
6176,565 Evergreen Avenue #1B,"$3,200",http://streeteasy.com/rental/1726194
6177,1869 Madison Street #3R,"$3,850",http://streeteasy.com/building/1869-madison-street-queens/3r
6178,565 Evergreen Avenue #3B,"$3,200",http://streeteasy.com/rental/1726193
6179,487 Keap Street #606,"$3,825",http://streeteasy.com/rental/1726192
6180,487 Keap Street #408,"$4,500",http://streeteasy.com/building/487-keap-street-brooklyn/408
6181,487 Keap Street #508,"$3,715",http://streeteasy.com/rental/1726191
6182,291 Stockholm Street #1R,"$4,000",http://streeteasy.com/building/291-stockholm-street-brooklyn/1r
6183,370 Bedford Avenue #14,"$2,800",http://streeteasy.com/rental/1726189
6184,291 Stockholm Street #2F,"$4,000",http://streeteasy.com/building/291-stockholm-street-brooklyn/2f
6185,291 Stockholm Street #3F,"$4,200",http://streeteasy.com/building/291-stockholm-street-brooklyn/3f
6186,291 Stockholm Street #1L,"$2,800",http://streeteasy.com/building/291-stockholm-street-brooklyn/1l
6187,291 Stockholm Street #2R,"$3,200",http://streeteasy.com/building/291-stockholm-street-brooklyn/2r
6188,97-05 Horace Harding Expressway #ARG3J,"$1,875",http://streeteasy.com/building/97_05-horace-harding-expressway-sr-n-corona/arg03j?featured=1
6189,129 E 4th Street #E2,"$2,475",http://streeteasy.com/building/129-east-4-street-manhattan/e2?featured=1
6190,60 Duffield Street #7J,"$2,719",http://streeteasy.com/building/60-duffield-street/7j
6191,291 Stockholm Street #3R,"$3,300",http://streeteasy.com/building/291-stockholm-street-brooklyn/3r
6192,60 Duffield Street #7K,"$3,969",http://streeteasy.com/building/60-duffield-street/7k
6193,60 Duffield Street #10B,"$3,969",http://streeteasy.com/rental/1726173
6194,30 Starr Street #3F,"$2,587",http://streeteasy.com/building/30-starr-street-brooklyn/3f
6195,60 Duffield Street #7C,"$2,954",http://streeteasy.com/building/60-duffield-street/7c
6196,30 Starr Street #4B,"$2,875",http://streeteasy.com/building/30-starr-street-brooklyn/4b
6197,30 Starr Street #2B,"$2,875",http://streeteasy.com/rental/1726169
6198,256 12th Street #1R,"$2,500",http://streeteasy.com/building/256-12-street-brooklyn/1r
6199,43 West 68th #2A,"$3,000",http://streeteasy.com/building/43-west-68-street-manhattan/2a
6200,2270 Frederick Douglass Boulevard #7G,"$2,850",http://streeteasy.com/building/2272-frederick-douglass-blvd-new_york/7g
6201,83-75 117th Street #6,"$1,700",http://streeteasy.com/building/83_75-117-street-queens/6
6202,50 Franklin Street #17B,"$5,800",http://streeteasy.com/building/50-franklin-street-new_york/17b?featured=1
6203,1039 Pacific Street #3,"$2,650",http://streeteasy.com/building/1039-pacific-street-brooklyn/3?featured=1
6204,83-75 117th Street #6,"$1,700",http://streeteasy.com/building/83_75-117-street-queens/6
6205,240 East 27th Street #11A,"$3,595",http://streeteasy.com/building/parc-east/11a
6206,777 6th Avenue #15K,"$4,395",http://streeteasy.com/building/777-6th-avenue/15k
6207,400 West 37th Street #4Y,"$3,250",http://streeteasy.com/building/hudson-crossing/4y
6208,138 Dikeman Street ,"$2,750",http://streeteasy.com/rental/1726150
6209,250 East 40th Street #9E,"$3,800",http://streeteasy.com/building/the-highpoint/9e
6210,60 E 7th Street #3A,"$3,300",http://streeteasy.com/building/60-east-7-street-manhattan/3a
6211,322 W 57th Street #39H,"$13,600",http://streeteasy.com/building/the-sheffield/39h
6212,222 East 27th Street #8,"$2,850",http://streeteasy.com/building/222-east-27-street-new_york/8
6213,158 Putnam Avenue #3,"$2,500",http://streeteasy.com/building/158-putnam-avenue-brooklyn/3
6214,48-05 42nd Street #6,"$2,200",http://streeteasy.com/building/48_05-42-street-woodside/6
6215,526 East 6th Street #13,"$1,975",http://streeteasy.com/building/526-east-6-street-manhattan/13
6216,592 Ninth Avenue #2,"$3,700",http://streeteasy.com/building/592-9-avenue-new_york/2?featured=1
6217,575 Riverside Drive #37,"$3,425",http://streeteasy.com/building/575-riverside-drive-new_york/37?featured=1
6218,526 East 6th Street #13,"$1,975",http://streeteasy.com/building/526-east-6-street-manhattan/13
6219,73 Herkimer Street #2F,"$1,795",http://streeteasy.com/building/73-herkimer-street-brooklyn/2f
6220,260 East 78 #4B,"$1,925",http://streeteasy.com/building/260-east-78-street-manhattan/4b
6221,160 West 66th Street #33C,"$3,250",http://streeteasy.com/building/3-lincoln-center/33c
6222,100 West 89th Street #2L,"$6,500",http://streeteasy.com/building/the-centra-condominium/2l
6223,41 Willow Street #1,"$5,200",http://streeteasy.com/building/41-willow-street-brooklyn/1
6224,31 Cranberry Street #2,"$7,200",http://streeteasy.com/building/31-cranberry-street-brooklyn/2
6225,30-40 12th Street #1,"$3,750",http://streeteasy.com/building/30_40-12-street-astoria/1
6226,422 East 148th Street #3E,"$1,800",http://streeteasy.com/building/422-east-148-street-bronx/3e
6227,1824 Weeks Avenue #6,"$1,200",http://streeteasy.com/building/1824-weeks-avenue-bronx/6
6228,94 Malcolm X Boulevard #3R,"$2,495",http://streeteasy.com/building/94-malcolm-x-boulevard-brooklyn/3r
6229,37 Wyckoff Street #2,"$2,700",http://streeteasy.com/building/37-wyckoff-street-brooklyn/2
6230,229 Chrystie Street #408,"$3,000",http://streeteasy.com/building/the-chrystie/408?featured=1
6231,59 Cooper #2A,"$1,375",http://streeteasy.com/rental/1680142?featured=1
6232,172 East 89 #3,"$2,300",http://streeteasy.com/rental/1726103
6233,248 Broome Street #15,"$3,400",http://streeteasy.com/building/248-broome-street-new_york/15
6234,558 Kosciuszko Street #4R,"$2,567",http://streeteasy.com/building/558-kosciuszko-street-brooklyn/4r
6235,426 9th #2,"$3,800",http://streeteasy.com/building/426-9-street-brooklyn/2
6236,4-74 48th Avenue #14J,"$3,200",http://streeteasy.com/rental/1726097
6237,22 North 6th Street #10A,"$3,750",http://streeteasy.com/building/the-edge-south-tower/10a
6238,31-81 37th Street #1B,"$3,500",http://streeteasy.com/building/31_81-37-street-queens/1b
6239,510 2nd Street #1,"$2,350",http://streeteasy.com/rental/1726088
6240,8721 Ridge Boulevard #3,"$2,000",http://streeteasy.com/building/8721-ridge-boulevard-brooklyn/3
6241,1059 Bergen #2B,"$3,400",http://streeteasy.com/building/1059-bergen-street-brooklyn/2b
6242,38-40 206th Street ,"$4,000",http://streeteasy.com/rental/1726051
6243,103 MacDougal Street #14,"$2,995",http://streeteasy.com/building/103-macdougal-street-new_york/14
6244,708 Lorimer Street #3A,"$3,100",http://streeteasy.com/building/706-lorimer-street-brooklyn/3a?featured=1
6245,238 East 106th Street #4C,"$2,750",http://streeteasy.com/building/238-east-106-street-new_york/4c?featured=1
6246,103 MacDougal Street #27,"$2,750",http://streeteasy.com/building/103-macdougal-street-new_york/27
6247,111 Weirfield Street #1B,"$2,795",http://streeteasy.com/rental/1726034
6248,471 Keap #1D,"$4,249",http://streeteasy.com/building/keap-street-lofts/1d
6249,650 W 177th Street #43,"$2,200",http://streeteasy.com/rental/1726031
6250,80 Chambers Street #8F,"$21,500",http://streeteasy.com/rental/1726027
6251,599 Franklin Avenue #4,"$3,200",http://streeteasy.com/rental/1726026
6252,599 Franklin Avenue #4,"$3,200",http://streeteasy.com/rental/1726025
6253,339 East 6th Street #B,"$2,495",http://streeteasy.com/building/339-east-6-street-new_york/b
6254,157 Bedford Avenue #2,"$2,700",http://streeteasy.com/building/157-bedford-avenue-brooklyn/2
6255,45-02 Ditmars Boulevard #521,"$2,825",http://streeteasy.com/building/pistilli-grand-manor/521
6256,148 Patchen Avenue #1L,"$2,450",http://streeteasy.com/building/148-patchen-avenue-brooklyn/1l
6257,148 Patchen Avenue #1F,"$2,275",http://streeteasy.com/building/148-patchen-avenue-brooklyn/1f
6258,400 E. 84th Street #2397,"$13,455",http://streeteasy.com/building/the-strathmore-400-east-84-street-new_york/2397?featured=1
6259,5823 Myrtle Avenue #3,"$3,400",http://streeteasy.com/rental/1703141?featured=1
6260,148 Patchen Avenue #1F,"$2,275",http://streeteasy.com/building/148-patchen-avenue-brooklyn/1f
6261,179 32nd Street #1,"$2,100",http://streeteasy.com/building/179-32-street-brooklyn/1
6262,241 Mulberry Street #6,"$2,295",http://streeteasy.com/building/241-mulberry-street-manhattan/6
6263,135 North 6th Street #4L,"$2,250",http://streeteasy.com/building/135-north-6-street-brooklyn/4l
6264,152 Bedford Avenue #2,"$2,499",http://streeteasy.com/building/152-bedford-avenue-brooklyn/2
6265,204 Prospect Place #2FL,"$2,950",http://streeteasy.com/building/204-prospect-place-brooklyn/2fl
6266,121 Freeman Street #1,"$3,000",http://streeteasy.com/rental/1726006
6267,34-18 91st Street #B55,"$1,375",http://streeteasy.com/building/34_18-91-street-queens/b55
6268,187 13th Street #1B,"$4,000",http://streeteasy.com/rental/1726002
6269,755 40th Street #1,"$1,795",http://streeteasy.com/building/755-40-street-brooklyn/1
6270,200 Water Street #1518,"$3,600",http://streeteasy.com/building/200-water-street-new_york/1518
6271,1340 Myrtle Avenue #1,"$3,200",http://streeteasy.com/building/1334-myrtle-avenue-brooklyn/1
6272,509 Hicks Street #PARLOR,"$2,400",http://streeteasy.com/building/509-hicks-street-brooklyn/parlor?featured=1
6273,210 West 89th Street #1A,"$3,226",http://streeteasy.com/building/stonehenge-tower/1a?featured=1
6274,144 East 22nd Street #3D,"$3,250",http://streeteasy.com/building/144-east-22-street-new_york/3d
6275,144 East 22nd Street #6G,"$2,350",http://streeteasy.com/building/144-east-22-street-new_york/6g
6276,4-74 48th Avenue #3D,"$2,650",http://streeteasy.com/building/citylights-4_74-48-avenue-long_island_city/3d
6277,426 2nd Street #3,"$3,500",http://streeteasy.com/building/426-2-street-brooklyn/3
6278,301 East 66th Street #7G,"$3,500",http://streeteasy.com/building/301-east-66-street-new_york/7g
6279,192 32nd Street #2,"$1,950",http://streeteasy.com/building/192-32-street-brooklyn/2
6280,320 E 52 #10G,"$4,495",http://streeteasy.com/building/320-east-52-street-new_york/10g
6281,66-05 Dartmouth Street #2,"$2,650",http://streeteasy.com/building/64_79-alderton-street-queens/2
6282,63 Wall Street #1104,"$3,225",http://streeteasy.com/building/the-crest-63-wall-street-new_york/1104
6283,152 Norwood Avenue #3,"$2,100",http://streeteasy.com/building/152-norwood-avenue-brooklyn/3
6284,2484 7th Avenue #19,"$2,000",http://streeteasy.com/rental/1725971
6285,332 W 83rd Street #2C,"$2,600",http://streeteasy.com/building/332-west-83-street-manhattan/2c
6286,88 South 1st Street #1A,"$5,800",http://streeteasy.com/building/88-south-1-street-brooklyn/1a?featured=1
6287,201 East 86th Street #26B,"$15,750",http://streeteasy.com/building/the-colorado/26b?featured=1
6288,332 W 83rd Street #2C,"$2,600",http://streeteasy.com/building/332-west-83-street-manhattan/2c
6289,489 West End Avenue #7A,"$1,950",http://streeteasy.com/building/489-west-end-avenue-manhattan/7a
6290,73 Jefferson Street #1R,"$4,200",http://streeteasy.com/building/73-jefferson-street-brooklyn/1r
6291,270 1st Street #1B,"$3,900",http://streeteasy.com/building/270-1-street-brooklyn/1b
6292,239 E 58th Street #4H,"$2,700",http://streeteasy.com/building/239-east-58-street-manhattan/4h
6293,373 8th Street #GARDEN,"$2,900",http://streeteasy.com/building/373-8-street-brooklyn/garden
6294,44 S.Oxford Street #10,"$2,500",http://streeteasy.com/building/44-south-oxford-street-brooklyn/10
6295,1855 65th Street #1,"$2,000",http://streeteasy.com/building/1855-65-street-brooklyn/1
6296,56 Perry Street #2RE,"$4,500",http://streeteasy.com/building/56-perry-street-new_york/2re
6297,1263 Rogers Avenue #2,"$2,100",http://streeteasy.com/building/1263-rogers-avenue-brooklyn/2
6298,594 Hancock Street #2,"$1,550",http://streeteasy.com/building/594-hancock-street-brooklyn/2
6299,412 E 11th Street #3F,"$2,750",http://streeteasy.com/building/412-east-11-street-manhattan/3f
6300,17 Devoe Street #301,"$4,500",http://streeteasy.com/building/17-devoe-street-brooklyn/301?featured=1
6301,1135 Pelham Parkway North #6C,"$1,999",http://streeteasy.com/building/park-view/6c?featured=1
6302,303 E 10th Street #2,"$2,850",http://streeteasy.com/building/303-east-10-street-manhattan/2
6303,126 E 31st Street #3A,"$3,250",http://streeteasy.com/building/126-east-31-street-new_york/3a
6304,1314 Fulton Street #2,"$3,200",http://streeteasy.com/building/1314-fulton-street-brooklyn/2
6305,301 E47 #9J,"$5,795",http://streeteasy.com/building/embassy-house/9j
6306,100 Maiden Lane #809,"$3,150",http://streeteasy.com/building/100-maiden-lane-new_york/809
6307,23-85 37th Street #2,"$2,750",http://streeteasy.com/building/23_85-37-street-queens/2
6308,180 Riverside Boulevard #39D,"$6,530",http://streeteasy.com/building/trump-place-180-riverside-blvd/39d
6309,777 6th Avenue #19F,"$4,355",http://streeteasy.com/building/777-6th-avenue/19f
6310,128 Fort Washington #71,"$2,150",http://streeteasy.com/building/128-ft-washington-avenue-manhattan/71
6311,70 Middagh #5R,"$2,500",http://streeteasy.com/rental/1725931
6312,500 West 23rd Street #4A,"$8,410",http://streeteasy.com/building/ten23-500-west-23-street-new_york/04a
6313,240 East 27th Street #5B,"$3,885",http://streeteasy.com/building/parc-east/5b
6314,180 Nassau Street #9A,"$3,995",http://streeteasy.com/building/180-nassau-street-brooklyn/9a?featured=1
6315,465 Columbus Avenue #8A,"$2,650",http://streeteasy.com/building/465-columbus-avenue-manhattan/8a?featured=1
6316,17 Stephens Ct ,"$2,200",http://streeteasy.com/rental/1725926
6317,107 Havemeyer #8,"$2,395",http://streeteasy.com/rental/1725925
6318,28-18 Astoria Boulevard #602,"$3,375",http://streeteasy.com/building/28_18-astoria-boulevard-astoria/602
6319,66-83 70th Street #2L,"$2,300",http://streeteasy.com/building/66_83-70-street-middle_village/2l
6320,28-18 Astoria Boulevard #PH2,"$3,175",http://streeteasy.com/building/28_18-astoria-boulevard-astoria/ph2
